	author_title	isbn	list_date	num_wks_on_list	rank_last_wk	rank_this_wk
308	Diana Gabaldon**THE SPACE BETWEEN	9780553392111	2014-04-19	1	0.0	3.0
309	Lisa Scottoline**KEEP QUIET	9781466842045	2014-04-19	0	0.0	16.0
310	Harlan Coben**MISSING YOU	9780698148635	2014-04-19	5	3.0	8.0
311	Shayla Black and Lexi Blake**THEIR VIRGIN SECRETARY	9781939673046	2014-04-19	0	0.0	20.0
312	Christina Baker Kline**ORPHAN TRAIN	9780062101204	2014-04-19	13	8.0	9.0
313	Nora Roberts**SHADOW SPELL	9780698140271	2014-04-19	4	6.0	7.0
314	Nora Roberts**THE COLLECTOR	9781101617281	2014-04-19	1	0.0	1.0
315	Stuart Woods**CARNAL CURIOSITY	9781101615898	2014-04-19	2	1.0	14.0
316	Donna Tartt**THE GOLDFINCH	9780316248679	2014-04-19	26	9.0	2.0
317	JB Salsbury**FIGHTING TO FORGET	A00B00JBSJ4W2	2014-04-19	0	0.0	18.0
318	Mary Higgins Clark**I'VE GOT YOU UNDER MY SKIN	9781476749105	2014-04-19	3	5.0	6.0
319	George R R Martin**A GAME OF THRONES	9780553897845	2014-04-19	42	14.0	12.0
320	Nancy C Johnson**HER LAST LETTER	9780979190919	2011-02-19	1	0.0	12.0
321	Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE	9780307272300	2011-02-19	4	6.0	5.0
322	John Grisham**THE CONFESSION	9780385534130	2011-02-19	4	10.0	11.0
323	Emma Donoghue**ROOM	9780316129114	2011-02-19	4	12.0	14.0
324	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	9780307272119	2011-02-19	4	3.0	3.0
325	Chris Cleave**LITTLE BEE	9781416589648	2011-02-19	0	0.0	19.0
326	Abraham Verghese**CUTTING FOR STONE	9780307271341	2011-02-19	4	8.0	9.0
327	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	9780307593672	2011-02-19	4	5.0	6.0
328	James Patterson and Michael Ledwidge**TICK TOCK	9780316129183	2011-02-19	4	1.0	2.0
329	Sarah Blake**THE POSTMISTRESS	9780425238691	2011-02-19	0	0.0	18.0
330	Kresley Cole**DREAMS OF A DARK WARRIOR	9781439177013	2011-02-19	1	0.0	8.0
331	Sara Gruen**WATER FOR ELEPHANTS	9781565125858	2011-02-19	4	7.0	4.0
332	Jamie Ford**HOTEL ON THE CORNER OF BITTER AND SWEET	9780345512505	2011-02-19	1	0.0	15.0
333	Lisa Gardner**ALONE	9780553901139	2011-02-19	2	2.0	1.0
334	Deborah Harkness**A DISCOVERY OF WITCHES	9781101475690	2011-02-19	2	4.0	7.0
335	Kathryn Stockett**THE HELP	9781440697661	2011-02-19	4	9.0	10.0
336	Tom Clancy with Grant Blackwood**DEAD OR ALIVE	9781101476543	2011-02-19	4	11.0	13.0
337	Dan Brown**THE LOST SYMBOL	9781400079148	2011-02-19	0	0.0	17.0
338	Michael Palmer**A HEARTBEAT AWAY	9781429994262	2011-02-19	0	0.0	20.0
339	Susan Wiggs**MARRYING DAISY BELLAMY	9781426884269	2011-02-19	0	0.0	16.0
340	Gillian Flynn**GONE GIRL	9780307588364	2012-12-15	28	2.0	1.0
341	E L James**FIFTY SHADES OF GREY	9780345803481	2012-12-15	42	10.0	5.0
342	JA Redmerski**THE EDGE OF NEVER	A00B00A7EPCY8	2012-12-15	3	9.0	12.0
343	David Baldacci**THE FORGOTTEN	9780446573047	2012-12-15	4	3.0	4.0
344	James Patterson and Mark Pearson**PRIVATE LONDON	9781455515530	2012-12-15	0	0.0	18.0
345	Tom Clancy with Mark Greaney**THREAT VECTOR	9780399160455	2012-12-15	2	1.0	6.0
346	Michael Connelly**THE BLACK BOX	9780316069441	2012-12-15	3	6.0	9.0
347	Yann Martel**LIFE OF PI	9780156027328	2012-12-15	6	11.0	10.0
348	Douglas Preston and Lincoln Child**TWO GRAVES	9781455510535	2012-12-15	1	0.0	3.0
349	John Grisham**THE RACKETEER	9780385535144	2012-12-15	8	4.0	2.0
350	James Patterson**MERRY CHRISTMAS, ALEX CROSS	9780316210690	2012-12-15	5	8.0	7.0
351	Barbara Kingsolver**FLIGHT BEHAVIOR	9780062124265	2012-12-15	0	0.0	19.0
352	Ayana Mathis**THE TWELVE TRIBES OF HATTIE	9780385350280	2012-12-15	1	0.0	15.0
353	Janet Evanovich**NOTORIOUS NINETEEN	9780345527745	2012-12-15	4	7.0	8.0
354	Vince Flynn**THE LAST MAN	9781439100530	2012-12-15	5	12.0	11.0
355	E L James**FIFTY SHADES FREED	9781612130613	2012-12-15	40	13.0	13.0
356	Louise Erdrich**THE ROUND HOUSE	9780062065247	2012-12-15	0	0.0	17.0
357	E L James**FIFTY SHADES DARKER	9781612130590	2012-12-15	42	14.0	14.0
358	Glenn Beck with Harriet Parke**AGENDA 21	9781476716695	2012-12-15	0	0.0	20.0
359	J K Rowling**THE CASUAL VACANCY	9780316228534	2012-12-15	0	0.0	16.0
360	E L James**FIFTY SHADES OF GREY	9781612130293	2013-12-28	65	0.0	14.0
361	Gillian Flynn**GONE GIRL	9780307588388	2013-12-28	0	0.0	17.0
362	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2013-12-28	19	14.0	13.0
363	John Grisham**SYCAMORE ROW	9780385537926	2013-12-28	10	1.0	1.0
364	Orson Scott Card**ENDER'S GAME	9781429963930	2013-12-28	0	0.0	16.0
365	Harlan Coben**SIX YEARS	9781101611029	2013-12-28	0	0.0	20.0
366	David Baldacci**KING AND MAXWELL	9781455521227	2013-12-28	6	9.0	11.0
367	Michael Connelly**THE GODS OF GUILT	9780316069502	2013-12-28	4	8.0	8.0
368	Janet Evanovich**TAKEDOWN TWENTY	9780345542908	2013-12-28	6	7.0	7.0
369	Mitch Albom**THE FIRST PHONE CALL FROM HEAVEN	9780062294371	2013-12-28	7	3.0	9.0
370	Tom Clancy with Mark Greaney**COMMAND AUTHORITY	9781101636497	2013-12-28	4	4.0	3.0
371	Nicholas Sparks**THE LONGEST RIDE	9781455520664	2013-12-28	15	11.0	10.0
372	Donna Tartt**THE GOLDFINCH	9780316248679	2013-12-28	10	2.0	4.0
373	Dean Koontz**INNOCENCE	9780345539656	2013-12-28	3	12.0	12.0
374	James Patterson**CROSS MY HEART	9780316210928	2013-12-28	5	5.0	6.0
375	George R R Martin**A GAME OF THRONES	9780553897845	2013-12-28	0	0.0	19.0
376	Dan Brown**INFERNO	9780385537865	2013-12-28	23	10.0	5.0
377	Stephen King**DOCTOR SLEEP	9781476727660	2013-12-28	14	6.0	2.0
378	Khaled Hosseini**AND THE MOUNTAINS ECHOED	9781101626276	2013-12-28	0	0.0	18.0
379	Nora Roberts**DARK WITCH	9781101626368	2013-12-28	6	0.0	15.0
380	Danielle Steel**POWER PLAY	9780345530936	2014-03-15	1	0.0	3.0
381	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2014-03-15	30	5.0	8.0
382	James Patterson and Mark Sullivan**PRIVATE L.A.	9780316211116	2014-03-15	5	7.0	12.0
383	Ron Carr**THE CHANCE	9781460326992	2014-03-15	0	0.0	17.0
384	Jeffrey Archer**BE CAREFUL WHAT YOU WISH FOR	9781250034472	2014-03-15	1	0.0	4.0
385	John Grisham**SYCAMORE ROW	9780385537926	2014-03-15	21	8.0	10.0
386	Paulo Coelho**THE ALCHEMIST	9780061741241	2014-03-15	1	0.0	13.0
387	Brandon Sanderson**WORDS OF RADIANCE	9781429949620	2014-03-15	2	1.0	11.0
388	Neil Gaiman**AMERICAN GODS	9780062109590	2014-03-15	0	0.0	16.0
389	Sue Monk Kidd**THE INVENTION OF WINGS	9780698152427	2014-03-15	10	6.0	7.0
390	Patricia Briggs**NIGHT BROKEN	9781101638835	2014-03-15	1	0.0	1.0
391	Anna Quindlen**STILL LIFE WITH BREAD CRUMBS	9780812995756	2014-03-15	0	0.0	18.0
392	Sylvia Day**AFTERSHOCK	9781459245990	2014-03-15	1	0.0	2.0
393	Christina Baker Kline**ORPHAN TRAIN	9780062101204	2014-03-15	8	9.0	9.0
394	J D Robb**CONCEALED IN DEATH	9781101617267	2014-03-15	0	0.0	20.0
395	Donna Tartt**THE GOLDFINCH	9780316248679	2014-03-15	21	4.0	6.0
396	Janet Evanovich and Lee Goldberg**THE CHASE	9780345543103	2014-03-15	3	10.0	14.0
397	Skye Eagleday**FATED MATES, THE ALPHA SHIFTER BOXED SET	9781609827885	2014-03-15	0	0.0	19.0
398	C J Box**STONE COLD	9780698150171	2014-03-15	1	0.0	5.0
399	Clive Cussler and Justin Scott**THE BOOTLEGGER	9780698140738	2014-03-15	2	3.0	15.0
400	Janet Evanovich**TRICKY TWENTY-TWO	9780345542984	2016-01-02	0	0.0	16.0
401	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2016-01-02	48	4.0	1.0
402	Andy Weir**THE MARTIAN	9780804139038	2016-01-02	32	2.0	2.0
403	David Baldacci**THE GUILTY	9781455586417	2016-01-02	7	8.0	10.0
404	Audrey Carlan**JANUARY	A00B013CVOJEG	2016-01-02	1	0.0	13.0
405	Sarah MacLean**THE ROGUE NOT TAKEN	9780062379399	2016-01-02	0	0.0	19.0
406	John Grisham**ROGUE LAWYER	9780385539449	2016-01-02	11	1.0	3.0
407	Kristan Higgins**ANYTHING FOR YOU	9781460391891	2016-01-02	1	0.0	14.0
408	Fern Michaels**POINT BLANK	9781420135961	2016-01-02	1	0.0	5.0
409	Brad Taylor**THE FORGOTTEN SOLDIER	9780698404144	2016-01-02	1	0.0	12.0
410	Karin Slaughter**PRETTY GIRLS	9780062429063	2016-01-02	5	0.0	11.0
411	James Hayman**THE GIRL IN THE GLASS	9780062435156	2016-01-02	0	0.0	17.0
412	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2016-01-02	67	5.0	4.0
413	Mark Greaney**TOM CLANCY: COMMANDER IN CHIEF	9780698410619	2016-01-02	0	0.0	20.0
414	Kristin Hannah**THE NIGHTINGALE	9781466850606	2016-01-02	36	9.0	6.0
415	Liane Moriarty**THE LAST ANNIVERSARY	9780062008671	2016-01-02	0	0.0	18.0
416	Michael Punke**THE REVENANT	9781250072689	2016-01-02	1	0.0	15.0
417	Nicholas Sparks**THE CHOICE	9781455588985	2016-01-02	2	15.0	9.0
418	James Patterson**CROSS JUSTICE	9780316407144	2016-01-02	6	3.0	7.0
419	Nicholas Sparks**SEE ME	9781455520596	2016-01-02	12	6.0	8.0
420	E L James**FIFTY SHADES OF GREY	9781612130293	2012-07-14	20	1.0	1.0
421	Gillian Flynn**GONE GIRL	9780307588388	2012-07-14	6	4.0	5.0
422	Susan Elizabeth Phillips**THE GREAT ESCAPE	9780062106100	2012-07-14	1	0.0	10.0
423	Sylvia Day**BARED TO YOU	9781101604786	2012-07-14	6	5.0	8.0
424	Jennifer Weiner**THE NEXT BEST THING	9781451617771	2012-07-14	2	8.0	14.0
425	E L James**FIFTY SHADES TRILOGY	9780345803573	2012-07-14	13	9.0	9.0
426	Janet Evanovich**WICKED BUSINESS	9780345527783	2012-07-14	0	0.0	20.0
427	John Grisham**THE LITIGATORS	9780345530561	2012-07-14	2	10.0	11.0
428	Jennifer Probst**THE MARRIAGE BARGAIN	A00B00790TI0W	2012-07-14	15	12.0	12.0
429	E L James**FIFTY SHADES FREED	9781612130613	2012-07-14	19	3.0	3.0
430	Laura Moriarty**THE CHAPERONE	9781101585658	2012-07-14	1	0.0	13.0
431	James Patterson and Michael Ledwidge**I, MICHAEL BENNETT	9780316097475	2012-07-14	1	0.0	6.0
432	Colleen Hoover**SLAMMED	A00B006RUJST6	2012-07-14	1	0.0	15.0
433	Catherine Coulter**BACKFIRE	9781101587324	2012-07-14	1	0.0	7.0
434	Linda Fairstein**NIGHT WATCH	9781101585535	2012-07-14	0	0.0	19.0
435	Deborah Harkness**A DISCOVERY OF WITCHES	9781101475690	2012-07-14	0	0.0	17.0
436	E L James**FIFTY SHADES DARKER	9781612130590	2012-07-14	20	2.0	2.0
437	Karin Slaughter**CRIMINAL	9780345528513	2012-07-14	0	0.0	16.0
438	Deborah Harkness**SHADOW OF NIGHT	9781101578933	2012-07-14	1	0.0	4.0
439	George R R Martin**A GAME OF THRONES	9780553897845	2012-07-14	0	0.0	18.0
440	Katy Evans**REAL	A00B00C9QORFW	2013-04-20	1	0.0	5.0
441	Gillian Flynn**GONE GIRL	9780307588388	2013-04-20	46	11.0	8.0
442	Nora Roberts**WHISKEY BEACH	9781101621219	2013-04-20	1	0.0	1.0
443	Harlan Coben**SIX YEARS	9781101611029	2013-04-20	5	4.0	7.0
444	Stuart Woods**UNINTENDED CONSEQUENCES	9781101621202	2013-04-20	2	3.0	19.0
445	Ron Carr**THE WANDERER	9781460309674	2013-04-20	4	14.0	10.0
446	Iris Johansen**TAKING EVE	9781250019974	2013-04-20	1	0.0	3.0
447	Jodi Picoult**THE STORYTELLER	9781439149706	2013-04-20	8	10.0	16.0
448	Michael Robotham**SAY YOU'RE SORRY	9780316221252	2013-04-20	1	0.0	12.0
449	H M Ward**DAMAGED	9780985547325	2013-04-20	2	6.0	2.0
450	Mary Higgins Clark**DADDY'S GONE A HUNTING	9781451668964	2013-04-20	2	2.0	9.0
451	Rachel Van Dyken**THE BET	9780989078313	2013-04-20	3	1.0	4.0
452	Christina Lauren**BEAUTIFUL STRANGER	9781476731544	2013-04-20	1	0.0	6.0
453	James Patterson**ALEX CROSS, RUN	9780316097529	2013-04-20	9	13.0	11.0
454	Kate Atkinson**LIFE AFTER LIFE	9780316230803	2013-04-20	3	7.0	15.0
455	David Baldacci**THE FORGOTTEN	9780446573047	2013-04-20	15	17.0	14.0
456	Elizabeth Strout**THE BURGESS BOYS	9780812984613	2013-04-20	4	16.0	18.0
457	Matthew Quick**THE SILVER LININGS PLAYBOOK	9781429960236	2013-04-20	10	18.0	17.0
458	E L James**FIFTY SHADES OF GREY	9781612130293	2013-04-20	57	0.0	20.0
459	Michael Connelly**THE BLACK BOX	9780316069441	2013-04-20	5	0.0	13.0
460	E L James**FIFTY SHADES OF GREY	9780345803481	2013-12-21	0	0.0	18.0
461	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2013-12-21	18	0.0	14.0
462	John Grisham**SYCAMORE ROW	9780385537131	2013-12-21	9	1.0	1.0
463	Orson Scott Card**ENDER'S GAME	9780812550702	2013-12-21	22	0.0	15.0
464	James Patterson**CROSS MY HEART	9780316210911	2013-12-21	4	8.0	5.0
465	David Baldacci**KING AND MAXWELL	9781455521319	2013-12-21	5	9.0	9.0
466	Michael Connelly**THE GODS OF GUILT	9780316069502	2013-12-21	3	5.0	8.0
467	John Grisham**THE RACKETEER	9780345530578	2013-12-21	0	0.0	20.0
468	Janet Evanovich**TAKEDOWN TWENTY	9780345542908	2013-12-21	5	7.0	7.0
469	Mitch Albom**THE FIRST PHONE CALL FROM HEAVEN	9780062294371	2013-12-21	6	6.0	3.0
470	Tom Clancy with Mark Greaney**COMMAND AUTHORITY	9780399160479	2013-12-21	3	3.0	4.0
471	Nicholas Sparks**THE LONGEST RIDE	9781455520657	2013-12-21	14	12.0	11.0
472	Donna Tartt**THE GOLDFINCH	9780316055437	2013-12-21	9	2.0	2.0
473	Dean Koontz**INNOCENCE	9780553808032	2013-12-21	2	4.0	12.0
474	Patricia Cornwell**DUST	9781101636428	2013-12-21	0	0.0	17.0
475	George R R Martin**A DANCE WITH DRAGONS	9780553582017	2013-12-21	0	0.0	19.0
476	Dan Brown**INFERNO	9780385537858	2013-12-21	22	15.0	10.0
477	Stephen King**DOCTOR SLEEP	9781476727653	2013-12-21	13	10.0	6.0
478	Khaled Hosseini**AND THE MOUNTAINS ECHOED	9781594631764	2013-12-21	16	13.0	13.0
479	Nora Roberts**DARK WITCH	9780425259856	2013-12-21	0	0.0	16.0
480	Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE	9780307272300	2011-02-12	3	3.0	6.0
481	John Grisham**THE CONFESSION	9780385534130	2011-02-12	3	8.0	10.0
482	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	9780307272119	2011-02-12	3	2.0	3.0
483	Kristin Hannah**WINTER GARDEN	9780312663155	2011-02-12	0	0.0	19.0
484	Brad Meltzer**THE INNER CIRCLE	9780446582636	2011-02-12	0	0.0	16.0
485	Chris Cleave**LITTLE BEE	9781416589648	2011-02-12	0	0.0	17.0
486	Abraham Verghese**CUTTING FOR STONE	9780307271341	2011-02-12	3	6.0	8.0
487	Alex Berenson**THE SECRET SOLDIER	9781101475713	2011-02-12	1	0.0	14.0
488	James Patterson and Michael Ledwidge**TICK TOCK	9780316129183	2011-02-12	3	1.0	1.0
489	Dean Koontz**WHAT THE NIGHT KNOWS	9780553907537	2011-02-12	0	0.0	20.0
490	Sara Gruen**WATER FOR ELEPHANTS	9781565125858	2011-02-12	3	5.0	7.0
491	Deborah Harkness**A DISCOVERY OF WITCHES	9781101475690	2011-02-12	1	0.0	4.0
492	Lisa Gardner**THE PERFECT HUSBAND	9780553900866	2011-02-12	0	0.0	18.0
493	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	9780307593672	2011-02-12	3	4.0	5.0
494	Kathryn Stockett**THE HELP	9781440697661	2011-02-12	3	7.0	9.0
495	Stuart Woods**STRATEGIC MOVES	9781101486108	2011-02-12	3	12.0	15.0
496	Susan Wiggs**MARRYING DAISY BELLAMY	9781426884269	2011-02-12	3	9.0	13.0
497	Lisa Gardner**ALONE	9780553901139	2011-02-12	1	0.0	2.0
498	Tom Clancy with Grant Blackwood**DEAD OR ALIVE	9781101476543	2011-02-12	3	11.0	11.0
499	Emma Donoghue**ROOM	9780316129114	2011-02-12	3	13.0	12.0
500	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2016-01-09	49	1.0	1.0
501	Audrey Carlan**MARCH	A00B013CPIN1W	2016-01-09	0	0.0	20.0
502	Jay Crownover**BUILT	9780062385956	2016-01-09	1	0.0	14.0
503	Andy Weir**THE MARTIAN	9780804139038	2016-01-09	33	2.0	3.0
504	David Baldacci**THE GUILTY	9781455586417	2016-01-09	8	10.0	13.0
505	Audrey Carlan**JANUARY	A00B013CVOJEG	2016-01-09	2	13.0	4.0
506	Catherine Anderson**NEW LEAF	9780451418357	2016-01-09	0	0.0	16.0
507	John Grisham**ROGUE LAWYER	9780385539449	2016-01-09	12	3.0	2.0
508	Chris Bohjalian**THE GUEST ROOM	9780385538909	2016-01-09	0	0.0	18.0
509	Lauren Blakely**BIG ROCK	A00B01A1E8WO0	2016-01-09	1	0.0	12.0
510	Nicholas Sparks**SEE ME	9781455520596	2016-01-09	13	8.0	15.0
511	Kristin Hannah**THE NIGHTINGALE	9781466850606	2016-01-09	37	6.0	6.0
512	Alan Dean Foster**THE FORCE AWAKENS	9781101965498	2016-01-09	1	0.0	7.0
513	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2016-01-09	68	4.0	5.0
514	Liane Moriarty**THE LAST ANNIVERSARY	9780062008671	2016-01-09	1	0.0	10.0
515	James Patterson**CROSS JUSTICE	9780316407144	2016-01-09	7	7.0	11.0
516	Michael Punke**THE REVENANT	9781250072689	2016-01-09	2	15.0	9.0
517	Nicholas Sparks**THE CHOICE	9780446401319	2016-01-09	3	9.0	8.0
518	Audrey Carlan**FEBRUARY	A00B013CVOGNU	2016-01-09	0	0.0	17.0
519	Jeanne Glidewell**LEXIE STARR COZY MYSTERIES BOXED SET	9781614177821	2016-01-09	0	0.0	19.0
520	Gillian Flynn**GONE GIRL	9780307588388	2013-03-30	43	6.0	10.0
521	Ron Carr**THE WANDERER	9781460309674	2013-03-30	1	0.0	4.0
522	JA Redmerski**THE EDGE OF NEVER	9781455548996	2013-03-30	4	0.0	14.0
523	Jacqueline Winspear**LEAVING EVERYTHING MOST LOVED	9780062049629	2013-03-30	1	0.0	15.0
524	Jasinda Wilder**FALLING INTO YOU	A00B00BUPMC8C	2013-03-30	2	8.0	6.0
525	Elizabeth Strout**THE BURGESS BOYS	9780812984613	2013-03-30	1	0.0	7.0
526	Harlan Coben**SIX YEARS	9781101611029	2013-03-30	2	1.0	3.0
527	J R Ward**LOVER AT LAST	9781101607718	2013-03-30	1	0.0	1.0
528	Kyra Davis**THE STRANGER	9781476711102	2013-03-30	2	12.0	20.0
529	Sherryl Woods**SAND CASTLE BAY	9781460309681	2013-03-30	1	0.0	12.0
530	JC Reed**SURRENDER YOUR LOVE	A00B00BTJQZNC	2013-03-30	2	13.0	18.0
531	J Lynn**WAIT FOR YOU	9780988982901	2013-03-30	4	2.0	13.0
532	James Patterson**ALEX CROSS, RUN	9780316097529	2013-03-30	6	5.0	9.0
533	Jodi Picoult**THE STORYTELLER	9781439149706	2013-03-30	5	3.0	8.0
534	Stephenie Meyer**THE HOST	9780316128650	2013-03-30	4	10.0	2.0
535	Stephanie Laurens**AND THEN SHE FELL	9780062066275	2013-03-30	1	0.0	16.0
536	Susan Mallery**THREE SISTERS	9781460306390	2013-03-30	3	9.0	11.0
537	Maeve Binchy**A WEEK IN WINTER	9780385350082	2013-03-30	7	7.0	17.0
538	Jeaniene Frost**TWICE TEMPTED	9780062075833	2013-03-30	1	0.0	5.0
539	Nicholas Sparks**SAFE HAVEN	9780446574242	2013-03-30	18	11.0	19.0
540	Sarah McCoy**THE BAKER'S DAUGHTER	9780307460202	2016-01-16	0	0.0	17.0
541	Elizabeth Strout**MY NAME IS LUCY BARTON	9780812989076	2016-01-16	1	0.0	2.0
542	Andy Weir**THE MARTIAN	9780804139038	2016-01-16	34	3.0	6.0
543	Michelle Gable**A PARIS APARTMENT	9781466849624	2016-01-16	0	0.0	16.0
544	Darynda Jones**THE DIRT ON NINTH GRAVE	9781466886155	2016-01-16	0	0.0	20.0
545	Audrey Carlan**JANUARY	A00B013CVOJEG	2016-01-16	3	4.0	8.0
546	Elle Kennedy**THE SCORE	9780994054425	2016-01-16	1	0.0	4.0
547	Audrey Carlan**FEBRUARY	A00B013CVOGNU	2016-01-16	0	0.0	18.0
548	Michael Punke**THE REVENANT	9781250066633	2016-01-16	3	9.0	3.0
549	Kristen Ashley**SEBRING	A00B0182LT4L4	2016-01-16	1	0.0	7.0
550	Tami Hoag**THE BITTER SEASON	9780698190832	2016-01-16	1	0.0	11.0
551	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2016-01-16	50	1.0	5.0
552	Kristin Hannah**THE NIGHTINGALE	9781466850606	2016-01-16	38	6.0	10.0
553	John Grisham**ROGUE LAWYER	9780385539449	2016-01-16	13	2.0	12.0
554	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2016-01-16	69	5.0	13.0
555	Liane Moriarty**THE LAST ANNIVERSARY	9780062008671	2016-01-16	2	10.0	14.0
556	Nicholas Sparks**THE CHOICE	9780446401319	2016-01-16	4	8.0	9.0
557	Lauren Blakely**BIG ROCK	A00B01A1E8WO0	2016-01-16	0	0.0	19.0
558	Stuart Woods**SCANDALOUS BEHAVIOR	9780698195059	2016-01-16	1	0.0	1.0
559	Alan Dean Foster**THE FORCE AWAKENS	9781101965498	2016-01-16	2	7.0	15.0
560	Gillian Flynn**GONE GIRL	9780307588388	2013-01-12	32	3.0	3.0
561	E L James**FIFTY SHADES OF GREY	9781612130293	2013-01-12	46	5.0	5.0
562	Robert Jordan and Brandon Sanderson**A MEMORY OF LIGHT	9780765325952	2013-01-12	1	0.0	1.0
563	James Patterson and Mark Pearson**PRIVATE LONDON	9781455515530	2013-01-12	0	0.0	20.0
564	Stuart Woods**COLLATERAL DAMAGE	9781101609132	2013-01-12	1	0.0	6.0
565	Yann Martel**LIFE OF PI	9780547416113	2013-01-12	0	0.0	18.0
566	Jessica Sorensen**THE COINCIDENCE OF CALLIE AND KAYDEN	A00B00ANDLC6K	2013-01-12	4	4.0	7.0
567	Addison Moore**SOMEONE TO LOVE	9781624300004	2013-01-12	2	10.0	11.0
568	John Grisham**THE RACKETEER	9780385536882	2013-01-12	12	9.0	12.0
569	Abbi Glines**FALLEN TOO FAR	A00B00AOTGI08	2013-01-12	0	0.0	17.0
570	David Baldacci**THE FORGOTTEN	9780446573047	2013-01-12	8	8.0	10.0
571	Jayne Ann Krentz**DREAM EYES	9781101609149	2013-01-12	1	0.0	14.0
572	E L James**FIFTY SHADES FREED	9781612130613	2013-01-12	44	7.0	9.0
573	Janet Evanovich and Dorien Kelly**THE HUSBAND LIST	9781250025975	2013-01-12	1	0.0	15.0
574	E L James**FIFTY SHADES DARKER	9781612130590	2013-01-12	46	6.0	8.0
575	James Rollins and Rebecca Cantrell**THE BLOOD GOSPEL	9780062235756	2013-01-12	0	0.0	16.0
576	George Saunders**TENTH OF DECEMBER	9780812993813	2013-01-12	1	0.0	13.0
577	Nicholas Sparks**SAFE HAVEN	9780446574242	2013-01-12	7	1.0	4.0
578	Michael Connelly**THE BLACK BOX	9780316069441	2013-01-12	0	0.0	19.0
579	Colleen Hoover**HOPELESS	A00B00AQ3K8IU	2013-01-12	3	2.0	2.0
580	Brad Thor**HIDDEN ORDER	9781476717111	2013-07-20	2	1.0	7.0
581	Gillian Flynn**GONE GIRL	9780307588388	2013-07-20	57	11.0	10.0
582	Khaled Hosseini**AND THE MOUNTAINS ECHOED	9781101626276	2013-07-20	9	5.0	8.0
583	Neil Gaiman**THE OCEAN AT THE END OF THE LANE	9780062255679	2013-07-20	5	9.0	14.0
584	Daniel Silva**THE ENGLISH GIRL	9780062073204	2013-07-20	1	0.0	2.0
585	Orson Scott Card**ENDER'S GAME	9781429963930	2013-07-20	5	0.0	15.0
586	Sandra Brown**THE WITNESS	9781455546442	2013-07-20	0	0.0	20.0
587	Gail McHugh**PULSE	A00B00DULA3B2	2013-07-20	2	12.0	9.0
588	Catherine Coulter**BOMBSHELL	9781101637197	2013-07-20	2	2.0	12.0
589	Shayla Black and others**ALPHA BAD BOYS	A00B00DLC26OM	2013-07-20	1	0.0	11.0
590	J A Jance**DEADLY STAKES	9781451628708	2013-07-20	0	0.0	19.0
591	Sylvia Day**ENTWINED WITH YOU	9781101604922	2013-07-20	0	0.0	16.0
592	James Patterson and Howard Roughan**SECOND HONEYMOON	9780316211192	2013-07-20	4	4.0	6.0
593	Iris Johansen**HUNTING EVE	9781250020000	2013-07-20	1	0.0	5.0
594	Robert Galbraith**THE CUCKOO'S CALLING	9780316206860	2013-07-20	1	0.0	1.0
595	Dan Brown**INFERNO	9780385537865	2013-07-20	10	3.0	4.0
596	J S Scott**THE BILLIONAIRE'S OBSESSION	9781939962010	2013-07-20	0	0.0	18.0
597	Debbie Macomber**LOST AND FOUND IN CEDAR COVE	9780804177863	2013-07-20	1	0.0	13.0
598	Danielle Steel**FIRST SIGHT	9780345538765	2013-07-20	1	0.0	3.0
599	J Lynn**FRIGID	9781939392749	2013-07-20	0	0.0	17.0
600	Alessandra Torre**HOLLYWOOD DIRT	9781940941707	2015-09-12	1	0.0	8.0
601	Susan Stoker**PROTECTING MELODY	A00B00ZAQP6FI	2015-09-12	0	0.0	18.0
602	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2015-09-12	35	3.0	4.0
603	Andy Weir**THE MARTIAN	9780804139038	2015-09-12	16	2.0	3.0
604	Chuck Wendig**STAR WARS: AFTERMATH	9780345511621	2015-09-12	2	7.0	11.0
605	J A Jance**DANCE OF THE BONES	9780062297686	2015-09-12	1	0.0	13.0
606	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2015-09-12	52	14.0	9.0
607	E L James**GREY	9781101946343	2015-09-12	12	0.0	12.0
608	Sandra Brown**FRICTION	9781455581177	2015-09-12	4	11.0	10.0
609	John Grisham**GRAY MOUNTAIN	9780345543257	2015-09-12	20	12.0	7.0
